,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
442,2017-06-01,0.32,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
517,2017-07-01,0.26,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
592,2017-08-01,0.08,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
667,2017-09-01,-0.04,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
742,2017-10-01,-0.2,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
817,2017-11-01,-0.4,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
892,2017-12-01,-0.52,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
68,2018-01-01,-0.44,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
143,2018-02-01,-0.35,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
218,2018-03-01,-0.22,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
293,2018-04-01,0.02,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
368,2018-05-01,0.16,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
443,2018-06-01,0.24,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
518,2018-07-01,0.23,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
593,2018-08-01,0.45,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
668,2018-09-01,0.58,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
743,2018-10-01,0.95,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
818,2018-11-01,0.92,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
893,2018-12-01,0.91,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
69,2019-01-01,0.76,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
144,2019-02-01,0.71,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
219,2019-03-01,0.64,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
294,2019-04-01,0.52,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
369,2019-05-01,0.54,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
444,2019-06-01,0.61,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
519,2019-07-01,0.76,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
594,2019-08-01,0.65,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
669,2019-09-01,0.58,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
744,2019-10-01,0.75,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
819,2019-11-01,0.76,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
894,2019-12-01,0.87,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
70,2020-01-01,0.85,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
145,2020-02-01,0.78,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
